timestamp,driver_id,velocidade_registrada,limite_permitido,tipo_local,latitude,longitude,excesso_kmh
2026-09-01 22:17:07.533155,driver_02,58,40,Zona de risco (Escola Estadual Central),-23.547002,-46.639383,18
2026-09-01 22:17:13.537939,driver_02,76,40,Zona de risco (Hospital das Clínicas),-23.555608,-46.651504,36
2026-09-01 22:17:15.539866,driver_01,61,60,Via comum,-23.547965,-46.630337,1
2026-09-01 22:17:17.541518,driver_01,80,60,Via comum,-23.546408,-46.655955,20
2026-09-01 22:17:21.544571,driver_03,61,60,Via comum,-23.546112,-46.643106,1
2026-09-01 22:17:23.545604,driver_01,53,40,Zona de risco (Hospital das Clínicas),-23.554556,-46.648975,13
2026-09-01 22:17:27.548710,driver_03,73,60,Via comum,-23.542402,-46.650273,13
2026-09-01 22:17:31.550332,driver_02,64,40,Zona de risco (Escola Estadual Central),-23.545672,-46.636252999999996,24
2026-09-01 22:17:35.553011,driver_02,80,60,Via comum,-23.550296,-46.649872,20
2026-09-01 22:17:37.554847,driver_03,62,60,Via comum,-23.545814,-46.633139,2
2026-09-01 22:17:41.558375,driver_03,51,40,Zona de risco (Hospital das Clínicas),-23.558851,-46.652664,11
2026-09-01 22:17:43.560234,driver_01,74,60,Via comum,-23.550938,-46.646735,14
2026-09-01 22:17:47.563766,driver_02,75,60,Via comum,-23.557593,-46.643165,15
2026-09-01 22:18:05.577172,driver_02,76,60,Via comum,-23.556798,-46.638444,16
2026-09-01 22:18:15.585046,driver_03,79,60,Via comum,-23.548403,-46.65319,19
2026-09-01 22:18:23.590439,driver_03,69,60,Via comum,-23.541381,-46.65221,9
2026-09-01 22:18:29.595030,driver_01,65,60,Via comum,-23.556461,-46.637031,5
2026-09-01 22:18:33.597643,driver_03,67,60,Via comum,-23.547608,-46.648975,7
2026-09-01 22:18:39.602298,driver_03,77,60,Via comum,-23.542028,-46.632862,17
2026-09-01 22:18:41.603335,driver_01,79,60,Via comum,-23.554692,-46.645826,19
2026-09-01 22:18:47.607570,driver_03,56,40,Zona de risco (Hospital das Clínicas),-23.556337,-46.655404,16
2026-09-01 22:18:51.610928,driver_02,75,60,Via comum,-23.548265999999998,-46.6315,15
